Provider CCN,CCN Facility Type,CCN category,Number of Beds,Total Costs,Cost of Charity Care,Total Income,Net Income,Net Patient Revenue,Total Days Title XVIII,Total Discharges Title XVIII,Fiscal Year Begin Date,Fiscal Year End Date
230096,STH,C,49.0,21929272.0,619.0,-5984118.0,-5984118.0,17779632.0,618.0,204.0,10-01-2020,09/30/2021
241366,CAH,A,25.0,39146147.0,342113.0,10034247.0,10033980.0,45969460.0,1747.0,325.0,01-01-2021,12/31/2021
461302,CAH,A,17.0,33769041.0,2337032.0,8565685.0,6718459.0,42414822.0,1368.0,179.0,01-01-2021,12/31/2021
251308,CAH,A,25.0,25652774.0,1987493.0,2482011.0,2482011.0,25897923.0,4118.0,210.0,10-01-2020,09/30/2021
254007,PH,B,105.0,16424023.0,1665977.0,1880472.0,1880472.0,25371040.0,308.0,59.0,01-01-2021,12/31/2021
381318,CAH,A,25.0,74282869.0,2578565.0,6555530.0,6555530.0,110448174.0,1943.0,433.0,01-01-2021,12/31/2021
501313,CAH,A,9.0,22037926.0,177738.0,7508123.0,7508123.0,21560811.0,1069.0,33.0,01-01-2021,12/31/2021
670136,STH,C,25.0,29944582.0,2211970.0,-10892823.0,-10892823.0,18253749.0,458.0,147.0,01-01-2021,12/31/2021
521321,CAH,A,15.0,21228838.0,126358.0,4086618.0,4086618.0,32130294.0,453.0,117.0,01-01-2021,12/31/2021
501311,CAH,A,12.0,10857280.0,287279.0,2094421.0,2094421.0,9815587.0,368.0,12.0,01-01-2021,12/31/2021
521327,CAH,A,25.0,35901388.0,86817.0,12979681.0,12979681.0,55494215.0,645.0,177.0,01-01-2021,12/31/2021
331307,CAH,A,20.0,8538853.0,14467.0,2068334.0,2068334.0,9658596.0,728.0,27.0,01-01-2021,12/31/2021
521346,CAH,A,25.0,63877229.0,774907.0,8241575.0,8241574.0,78560696.0,893.0,257.0,01-01-2021,12/31/2021
191324,CAH,A,25.0,44072634.0,347401.0,9515861.0,9515861.0,93770683.0,660.0,140.0,01-01-2021,12/31/2021
251316,CAH,A,25.0,21389704.0,650308.0,2363780.0,2363780.0,20641204.0,1636.0,52.0,01-01-2021,12/31/2021
251322,CAH,A,25.0,32848926.0,563946.0,2935164.0,2935164.0,32128523.0,2990.0,72.0,01-01-2021,12/31/2021
251323,CAH,A,25.0,13504521.0,643149.0,3363307.0,3363307.0,13871066.0,1682.0,56.0,01-01-2021,12/31/2021
11304,CAH,A,25.0,17349749.0,718806.0,2932077.0,2932077.0,17373860.0,1106.0,25.0,01-01-2021,12/31/2021
50849,STH,C,40.0,33993283.0,54737.0,-25804944.0,-25804944.0,8603040.0,1086.0,210.0,03/19/2021,12/31/2021
291309,CAH,A,25.0,30075047.0,10135.0,628318.0,628318.0,29565157.0,720.0,46.0,01-01-2021,12/31/2021
351326,CAH,A,14.0,15369260.0,47782.0,5559509.0,5559509.0,18827279.0,2472.0,155.0,01-01-2021,12/31/2021
451389,CAH,A,25.0,28334699.0,3042913.0,-1263383.0,-1464730.0,16230424.0,260.0,55.0,01-01-2021,12/31/2021
111312,CAH,A,25.0,13684112.0,109370.0,-367792.0,-367793.0,12429969.0,912.0,70.0,01-01-2021,12/31/2021
111323,CAH,A,25.0,59733219.0,12514.0,48021963.0,48020363.0,98727824.0,332.0,85.0,01-01-2021,12/31/2021
111336,CAH,A,25.0,14349415.0,3506.0,1138869.0,1138869.0,11300514.0,470.0,140.0,01-01-2021,12/31/2021
451332,CAH,A,17.0,10265492.0,851881.0,690888.0,690888.0,6200554.0,546.0,30.0,01-01-2021,12/31/2021
451356,CAH,A,25.0,32920227.0,3920262.0,1566122.0,1566122.0,24985995.0,1089.0,217.0,01-01-2021,12/31/2021
320038,STH,C,52.0,66343494.0,328532.0,-11248733.0,-11248730.0,57593585.0,2417.0,459.0,01-01-2021,12/31/2021
271389,CAH,A,8.0,9312618.0,354425.0,-1708530.0,-1708530.0,12463998.0,52.0,18.0,01-01-2021,12/31/2021
511309,CAH,A,25.0,27763394.0,104927.0,1849494.0,1849494.0,28697191.0,1644.0,153.0,01-01-2021,12/31/2021
511311,CAH,A,14.0,29497314.0,169138.0,-975771.0,-1415771.0,28036019.0,1028.0,126.0,01-01-2021,12/31/2021
61314,CAH,A,25.0,50745972.0,77916.0,4783468.0,4783468.0,63041472.0,1715.0,310.0,01-01-2021,12/31/2021
231331,CAH,A,22.0,48430689.0,1412237.0,8634424.0,8634424.0,64720888.0,694.0,237.0,01-01-2021,12/31/2021
51333,CAH,A,25.0,139170923.0,404259.0,1610012.0,1608329.0,156639117.0,2979.0,551.0,01-01-2021,12/31/2021
451396,CAH,A,25.0,10705575.0,325588.0,539007.0,539007.0,5399524.0,308.0,84.0,01-01-2021,12/31/2021
51321,CAH,A,25.0,24618519.0,29638.0,8051212.0,8051215.0,25749017.0,728.0,121.0,01-01-2021,06/30/2021
491305,CAH,A,25.0,67779941.0,759751.0,12037058.0,12037058.0,72305322.0,3399.0,567.0,01-01-2021,12/31/2021
491307,CAH,A,25.0,39049769.0,337693.0,910069.0,891905.0,40365483.0,2833.0,273.0,01-01-2021,12/31/2021
111325,CAH,A,25.0,15573275.0,438965.0,3173542.0,3173542.0,13800793.0,1817.0,68.0,05-01-2021,04/30/2022
171317,CAH,A,12.0,9879700.0,6563.0,3412936.0,3388917.0,8543062.0,659.0,58.0,01-01-2021,12/31/2021
141333,CAH,A,22.0,21535745.0,2722.0,8257917.0,8244255.0,22631747.0,300.0,70.0,03-01-2021,02/28/2022
111302,CAH,A,15.0,11499159.0,275926.0,4210576.0,4210576.0,11531415.0,2642.0,65.0,04-01-2021,03/31/2022
451338,CAH,A,14.0,8972995.0,1031637.0,2604309.0,2604309.0,7034978.0,352.0,39.0,04-01-2021,03/31/2022
451354,CAH,A,25.0,16219231.0,1480480.0,3344824.0,3344473.0,9796708.0,1499.0,130.0,03-01-2021,02/28/2022
41331,CAH,A,34.0,51219343.0,1673535.0,9787251.0,9787251.0,43190635.0,3163.0,106.0,01-01-2021,12/31/2021
141303,CAH,A,15.0,18301941.0,170791.0,4652023.0,4654528.0,22113793.0,128.0,40.0,05-01-2021,04/30/2022
41308,CAH,A,25.0,13876600.0,18546.0,-332114.0,-332114.0,11632922.0,384.0,53.0,07-01-2021,06/30/2022
521316,CAH,A,25.0,26334127.0,251206.0,4794193.0,4276476.0,24997719.0,1481.0,71.0,01-01-2021,12/31/2021
51317,CAH,A,25.0,166360490.0,1501651.0,4669581.0,4626341.0,143237054.0,2969.0,566.0,01-01-2021,12/31/2021
141345,CAH,A,25.0,32447001.0,565353.0,15338116.0,15326415.0,45202085.0,2228.0,381.0,04-01-2021,03/31/2022
521336,CAH,A,25.0,51856128.0,663592.0,6354168.0,6354166.0,66031837.0,1800.0,315.0,04-01-2021,03/31/2022
181314,CAH,A,25.0,17220194.0,135761.0,533849.0,533849.0,17645229.0,1067.0,31.0,04-01-2021,03/31/2022
181318,CAH,A,18.0,25153007.0,138755.0,6264342.0,6264342.0,31852978.0,2181.0,116.0,04-01-2021,03/31/2022
191305,CAH,A,25.0,27680137.0,75971.0,4161150.0,4161150.0,28113874.0,557.0,71.0,04-01-2021,03/31/2022
451348,CAH,A,14.0,16355664.0,1277594.0,7023267.0,5931304.0,12602101.0,413.0,90.0,04-01-2021,03/31/2022
521332,CAH,A,20.0,27482711.0,217627.0,256603.0,256603.0,30298993.0,983.0,172.0,04-01-2021,03/31/2022
521341,CAH,A,25.0,46164415.0,211477.0,13273639.0,10299904.0,64086810.0,2046.0,463.0,01-01-2021,12/31/2021
521322,CAH,A,25.0,33722479.0,158915.0,7934892.0,7457318.0,39673694.0,1356.0,217.0,01-01-2021,12/31/2021
271320,CAH,A,25.0,34928201.0,245390.0,6886076.0,6886076.0,43123878.0,1078.0,267.0,04-01-2021,03/31/2022
41328,CAH,A,25.0,17646261.0,73082.0,3051590.0,3051590.0,17363004.0,1215.0,180.0,04-01-2021,03/31/2022
171377,CAH,A,16.0,21340827.0,184679.0,-2027239.0,-2027239.0,17497270.0,1398.0,267.0,04-01-2021,03/31/2022
241367,CAH,A,25.0,38283515.0,585435.0,5548288.0,5548288.0,48107582.0,562.0,186.0,01-01-2021,06/30/2021
241367,CAH,A,25.0,40644247.0,435047.0,15355029.0,13389280.0,52757998.0,905.0,174.0,07-01-2021,12/31/2021
371326,CAH,A,21.0,16670850.0,637222.0,-25897.0,-25897.0,17373458.0,940.0,62.0,04-01-2021,03/31/2022
40132,STH,C,1.0,6723350.0,175517.0,1778781.0,1778777.0,7870815.0,1.0,1.0,01-01-2021,12/31/2021
231306,CAH,A,15.0,51321111.0,377884.0,9795335.0,8042604.0,57066852.0,492.0,94.0,04-01-2021,03/31/2022
261311,CAH,A,25.0,60349428.0,187506.0,7761669.0,7761669.0,59617777.0,3112.0,490.0,04-01-2021,03/31/2022
261312,CAH,A,16.0,25986496.0,146498.0,9581845.0,9581845.0,26096282.0,1213.0,160.0,04-01-2021,03/31/2022
281344,CAH,A,25.0,23665938.0,40092.0,2746408.0,2746408.0,26252334.0,1314.0,178.0,04-01-2021,03/31/2022
141343,CAH,A,25.0,50909898.0,570772.0,12253699.0,9756179.0,62596129.0,2388.0,375.0,05-01-2021,04/30/2022
171354,CAH,A,25.0,26510893.0,137897.0,7439073.0,7439073.0,33819429.0,1473.0,167.0,04-01-2021,03/31/2022
171375,CAH,A,25.0,27588363.0,186881.0,6452052.0,6452052.0,27602857.0,3464.0,462.0,04-01-2021,03/31/2022
291314,CAH,A,14.0,14520160.0,357532.0,1530510.0,1530510.0,10465225.0,179.0,21.0,04-01-2021,03/31/2022
351328,CAH,A,14.0,9820648.0,11234.0,721284.0,721283.0,8504031.0,337.0,60.0,04-01-2021,03/31/2022
371303,CAH,A,15.0,9202260.0,61785.0,-1340806.0,-1340806.0,6625019.0,703.0,105.0,05-01-2021,04/30/2022
440235,STH,C,25.0,3792533.0,325419.0,-4335000.0,-4335000.0,59608.0,18.0,7.0,01-01-2021,06/29/2021
150086,STH,C,62.0,12215627.0,26338.0,-727578.0,-727578.0,12551589.0,1013.0,243.0,11-01-2020,12/31/2020
271308,CAH,A,25.0,8200337.0,59405.0,906411.0,857380.0,5933172.0,429.0,20.0,05-01-2021,04/30/2022
381321,CAH,A,25.0,103706173.0,2411693.0,7041597.0,7041597.0,124974924.0,2382.0,562.0,05-01-2021,04/30/2022
241356,CAH,A,15.0,38872776.0,218445.0,3957621.0,3957621.0,40110391.0,1208.0,178.0,10-01-2020,09/30/2021
181304,CAH,A,25.0,18387992.0,46369.0,4109998.0,4109998.0,21956405.0,1628.0,66.0,05-01-2021,04/30/2022
271312,CAH,A,6.0,8540643.0,14407.0,-1014099.0,-1003089.0,7485784.0,311.0,73.0,05-01-2021,04/30/2022
371334,CAH,A,17.0,19869195.0,5163.0,-673653.0,-673653.0,18059478.0,2646.0,114.0,05-01-2021,04/30/2022
111324,CAH,A,25.0,28775043.0,547112.0,8852363.0,8852363.0,34409515.0,3501.0,219.0,05-01-2021,04/30/2022
451333,CAH,A,18.0,34891298.0,2599663.0,14629205.0,14581092.0,23967651.0,807.0,68.0,05-01-2021,04/30/2022
111334,CAH,A,25.0,22041813.0,164620.0,3417408.0,3417408.0,22497446.0,1787.0,152.0,01-01-2021,12/31/2021
254011,PH,B,90.0,10705604.0,1395530.0,-513914.0,-513914.0,11820987.0,567.0,78.0,04-01-2021,03/31/2022
351330,CAH,A,25.0,23264742.0,106454.0,2563844.0,2561243.0,27693709.0,1689.0,250.0,04-01-2021,03/31/2022
141308,CAH,A,22.0,16434230.0,56193.0,2992828.0,2992828.0,15157903.0,1103.0,22.0,05-01-2021,04/30/2022
251330,CAH,A,24.0,17924666.0,349102.0,2879985.0,2679053.0,18030476.0,4416.0,57.0,05-01-2021,04/30/2022
261330,CAH,A,25.0,49129690.0,195848.0,6690723.0,5021072.0,52956254.0,1782.0,187.0,05-01-2021,04/30/2022
241332,CAH,A,18.0,20124078.0,93644.0,7854077.0,7854077.0,26293463.0,555.0,97.0,05-01-2021,04/30/2022
281348,CAH,A,20.0,20818421.0,25063.0,1223033.0,184906.0,24217734.0,1196.0,134.0,05-01-2021,04/30/2022
351300,CAH,A,25.0,14974146.0,18841.0,178616.0,178616.0,15991416.0,1438.0,126.0,07-01-2021,06/30/2022
241353,CAH,A,25.0,120382603.0,353122.0,8043651.0,8043651.0,156264188.0,1753.0,446.0,04-01-2021,03/31/2022
171330,CAH,A,25.0,19160694.0,16369.0,3780674.0,3780674.0,17925008.0,1169.0,158.0,05-01-2021,04/30/2022
281315,CAH,A,25.0,28915779.0,214042.0,7675880.0,7249205.0,32910537.0,1623.0,295.0,05-01-2021,04/30/2022
241339,CAH,A,24.0,15014611.0,9030.0,-217543.0,-217543.0,14477825.0,586.0,45.0,07-01-2021,06/30/2022
271309,CAH,A,25.0,3872860.0,4046.0,-121384.0,-122750.0,2739300.0,5.0,3.0,07-01-2021,06/30/2022
271344,CAH,A,25.0,61281338.0,542412.0,3155747.0,905735.0,87820529.0,3523.0,523.0,07-01-2021,06/30/2022
241306,CAH,A,16.0,26298413.0,8142.0,5138328.0,5138328.0,36574205.0,1350.0,156.0,01-01-2021,12/31/2021
241323,CAH,A,25.0,16059448.0,165227.0,-1704685.0,-1704685.0,16495293.0,568.0,74.0,06-01-2021,05/31/2022
521348,CAH,A,25.0,53858174.0,789057.0,20589509.0,12351107.0,76751576.0,1306.0,430.0,10-01-2020,09/30/2021
141319,CAH,A,25.0,46810907.0,53619.0,13458192.0,12434769.0,57310398.0,1019.0,250.0,06-01-2021,05/31/2022
141334,CAH,A,25.0,53673673.0,1157536.0,31356128.0,7566865.0,82995068.0,2254.0,156.0,04-01-2021,03/31/2022
321300,CAH,A,10.0,30976856.0,108698.0,1440549.0,1440549.0,28573498.0,677.0,117.0,07-01-2021,06/30/2022
431308,CAH,A,4.0,3911940.0,15917.0,-310427.0,-310427.0,4260620.0,255.0,38.0,07-01-2021,06/30/2022
231337,CAH,A,25.0,85987137.0,1877365.0,12280422.0,9311375.0,97482035.0,1327.0,366.0,10-01-2020,09/30/2021
251338,CAH,A,19.0,11017738.0,12141.0,280922.0,280920.0,10040950.0,718.0,52.0,10-01-2020,09/30/2021
451380,CAH,A,25.0,31867928.0,2572483.0,4602348.0,4602348.0,33490188.0,1976.0,335.0,06-01-2021,05/31/2022
321310,CAH,A,25.0,65884325.0,122294.0,10959598.0,6014039.0,74760928.0,2015.0,438.0,06-01-2021,05/31/2022
191301,CAH,A,20.0,16681826.0,15559.0,5306347.0,5306347.0,19658870.0,844.0,113.0,07-01-2021,06/30/2022
271342,CAH,A,25.0,9515715.0,74991.0,411923.0,231178.0,9835910.0,551.0,53.0,07-01-2021,06/30/2022
381310,CAH,A,21.0,16703017.0,1212078.0,317417.0,317417.0,12864558.0,585.0,19.0,07-01-2021,06/30/2022
431300,CAH,A,22.0,25556498.0,527795.0,1423462.0,1423462.0,31932328.0,2453.0,254.0,07-01-2021,06/30/2022
431305,CAH,A,11.0,8408873.0,111685.0,48451.0,48451.0,11137258.0,595.0,96.0,06-01-2021,05/31/2022
501318,CAH,A,16.0,17024856.0,461422.0,-1740781.0,-1740781.0,16060154.0,139.0,36.0,01-01-2021,12/31/2021
61336,CAH,A,20.0,28137060.0,324852.0,6311823.0,6269039.0,37092644.0,632.0,169.0,04-01-2021,03/31/2022
181317,CAH,A,25.0,19026323.0,47997.0,-520542.0,-520542.0,23843797.0,1319.0,166.0,07-01-2021,06/30/2022
41313,CAH,A,25.0,30551386.0,248220.0,990266.0,990266.0,30389748.0,1823.0,164.0,07-01-2021,06/30/2022
351310,CAH,A,13.0,13563599.0,73349.0,628024.0,628024.0,15994409.0,785.0,96.0,07-01-2021,06/30/2022
381307,CAH,A,22.0,29141086.0,319034.0,-545628.0,-643309.0,27269321.0,983.0,151.0,07-01-2021,06/30/2022
381311,CAH,A,16.0,28078059.0,338767.0,1738689.0,1728747.0,27772884.0,862.0,117.0,07-01-2021,06/30/2022
431335,CAH,A,25.0,38403866.0,33654.0,6756227.0,6670618.0,48629420.0,2374.0,442.0,07-01-2021,06/30/2022
501333,CAH,A,25.0,90566773.0,611901.0,18643857.0,18470881.0,112233861.0,1610.0,392.0,01-01-2021,12/31/2021
141330,CAH,A,25.0,26064449.0,134118.0,5132568.0,4006468.0,36315824.0,965.0,120.0,07-01-2021,06/30/2022
241360,CAH,A,20.0,37320903.0,223182.0,1068153.0,1068153.0,41044619.0,606.0,87.0,07-01-2021,06/30/2022
271346,CAH,A,25.0,11818244.0,37568.0,2384347.0,2384347.0,11785530.0,815.0,45.0,07-01-2021,06/30/2022
351331,CAH,A,20.0,11039754.0,6659.0,3293535.0,3293535.0,12098214.0,741.0,87.0,07-01-2021,06/30/2022
461304,CAH,A,25.0,34705734.0,413878.0,6498272.0,4334568.0,55525609.0,1751.0,244.0,07-01-2021,06/30/2022
511301,CAH,A,25.0,8747486.0,182252.0,-1607319.0,-1607319.0,6646663.0,81.0,16.0,07-01-2021,12/31/2021
31312,CAH,A,14.0,48331673.0,307324.0,6998996.0,6695040.0,57626936.0,544.0,107.0,07-01-2021,06/30/2022
51303,CAH,A,17.0,73336669.0,1218961.0,17589727.0,17589727.0,94094455.0,457.0,177.0,07-01-2021,06/30/2022
111305,CAH,A,25.0,63245818.0,3349569.0,7140766.0,7140766.0,72206076.0,4011.0,131.0,07-01-2021,06/30/2022
351302,CAH,A,24.0,36342669.0,115452.0,-5805846.0,-5805846.0,37449130.0,1063.0,153.0,07-01-2021,06/30/2022
431315,CAH,A,20.0,11338020.0,486932.0,26018.0,26041.0,12564177.0,789.0,108.0,07-01-2021,06/30/2022
431320,CAH,A,18.0,14667497.0,50598.0,454149.0,454149.0,18336115.0,1683.0,123.0,07-01-2021,06/30/2022
351301,CAH,A,11.0,7152435.0,15604.0,1454357.0,1454357.0,11735842.0,322.0,21.0,07-01-2021,06/30/2022
431306,CAH,A,17.0,15323289.0,32855.0,1622533.0,1622533.0,16749717.0,1034.0,132.0,07-01-2021,06/30/2022
371329,CAH,A,25.0,7852126.0,74559.0,8994.0,8994.0,6851211.0,647.0,88.0,07-01-2021,06/30/2022
161330,CAH,A,17.0,13986874.0,12796.0,1556247.0,1468997.0,13799320.0,454.0,53.0,07-01-2021,06/30/2022
171315,CAH,A,24.0,18451443.0,102441.0,1568491.0,1568495.0,19389450.0,1405.0,196.0,07-01-2021,06/30/2022
441304,CAH,A,2.0,8972892.0,542480.0,3073405.0,3073405.0,11315912.0,31.0,10.0,07-01-2021,06/30/2022
11306,CAH,A,15.0,18875973.0,1552429.0,-628813.0,-629214.0,13164473.0,615.0,85.0,07-01-2021,06/30/2022
31317,CAH,A,25.0,26090863.0,255295.0,1965360.0,1965360.0,29978514.0,1313.0,262.0,10-01-2020,09/30/2021
51305,CAH,A,16.0,38138520.0,189959.0,303176.0,261088.0,36405185.0,1571.0,122.0,07-01-2021,06/30/2022
111320,CAH,A,15.0,34839495.0,3164257.0,15846596.0,15838528.0,41751801.0,1901.0,97.0,07-01-2021,06/30/2022
271301,CAH,A,25.0,9969880.0,16271.0,-67558.0,-67558.0,10331527.0,361.0,47.0,07-01-2021,06/30/2022
271306,CAH,A,25.0,6978132.0,61513.0,-576430.0,44159.0,5775929.0,541.0,35.0,07-01-2021,06/30/2022
351325,CAH,A,20.0,9919067.0,33378.0,-3799350.0,-4988272.0,5687647.0,630.0,68.0,07-01-2021,06/30/2022
431321,CAH,A,25.0,29725424.0,285899.0,2381495.0,2381495.0,36785893.0,2637.0,244.0,07-01-2021,06/30/2022
431323,CAH,A,11.0,22958756.0,190667.0,-1413380.0,-1413380.0,26825464.0,1449.0,171.0,07-01-2021,06/30/2022
441313,CAH,A,10.0,6631684.0,434196.0,1139114.0,1139111.0,8031656.0,140.0,44.0,07-01-2021,06/30/2022
461306,CAH,A,25.0,21523054.0,134726.0,6129710.0,6120682.0,133058251.0,1346.0,236.0,07-01-2021,06/30/2022
111337,CAH,A,25.0,19549643.0,170808.0,431761.0,431761.0,17258878.0,2065.0,114.0,07-01-2021,06/30/2022
141332,CAH,A,25.0,23796776.0,129149.0,3878183.0,3878183.0,33651053.0,775.0,145.0,07-01-2021,06/30/2022
301311,CAH,A,25.0,57540615.0,261683.0,2839295.0,-1198543.0,71534027.0,1948.0,398.0,07-01-2021,06/30/2022
351322,CAH,A,20.0,8797911.0,5410.0,857026.0,857026.0,8156005.0,610.0,65.0,07-01-2021,06/30/2022
431310,CAH,A,18.0,8413677.0,105229.0,901936.0,901936.0,10677305.0,586.0,106.0,07-01-2021,06/30/2022
431317,CAH,A,20.0,4992251.0,22262.0,91962.0,47761.0,5686907.0,272.0,26.0,07-01-2021,06/30/2022
431324,CAH,A,16.0,4633798.0,6347.0,554370.0,554370.0,5225113.0,493.0,48.0,07-01-2021,06/30/2022
431327,CAH,A,25.0,8557947.0,57672.0,987483.0,987483.0,9798346.0,934.0,61.0,07-01-2021,06/30/2022
431332,CAH,A,6.0,6245839.0,23347.0,2068408.0,2068408.0,8923020.0,263.0,47.0,07-01-2021,06/30/2022
451371,CAH,A,23.0,27953303.0,4165180.0,4637668.0,4637668.0,33538814.0,697.0,131.0,07-01-2021,06/30/2022
61344,CAH,A,25.0,68744671.0,1933096.0,17826870.0,17880287.0,86256229.0,1656.0,381.0,07-01-2021,06/30/2022
241313,CAH,A,14.0,8261968.0,71998.0,1242225.0,-209639.0,9422716.0,150.0,21.0,07-01-2021,06/30/2022
241357,CAH,A,25.0,27246844.0,135452.0,-493594.0,-493597.0,29146989.0,458.0,93.0,07-01-2021,06/30/2022
241359,CAH,A,25.0,89815157.0,188017.0,7105545.0,3828336.0,127206460.0,1129.0,310.0,07-01-2021,06/30/2022
451386,CAH,A,19.0,42340260.0,5310545.0,2801107.0,2801107.0,41007221.0,1249.0,194.0,07-01-2021,06/30/2022
11305,CAH,A,25.0,28989438.0,2115112.0,332734.0,122443.0,27171058.0,1318.0,156.0,07-01-2021,06/30/2022
41302,CAH,A,25.0,8430630.0,46637.0,270197.0,270197.0,6766901.0,390.0,40.0,07-01-2021,12/31/2021
41320,CAH,A,25.0,9176753.0,19731.0,297801.0,297801.0,10210581.0,704.0,68.0,07-01-2021,06/30/2022
51337,CAH,A,25.0,129216758.0,3228185.0,2557305.0,2557305.0,139706408.0,3018.0,865.0,07-01-2021,06/30/2022
61326,CAH,A,13.0,23650344.0,196197.0,-130335.0,-149925.0,20973086.0,600.0,129.0,07-01-2021,06/30/2022
111304,CAH,A,25.0,27539359.0,343891.0,-2527427.0,-2527427.0,24646062.0,2254.0,86.0,07-01-2021,06/30/2022
111327,CAH,A,25.0,44250283.0,1264878.0,-1231812.0,-1231812.0,42647724.0,1551.0,285.0,07-01-2021,06/30/2022
161368,CAH,A,25.0,37551149.0,196433.0,6874234.0,6874234.0,43040071.0,1044.0,239.0,07-01-2021,06/30/2022
261303,CAH,A,16.0,20729470.0,460331.0,1657346.0,-200157.0,22288607.0,1278.0,271.0,07-01-2021,06/30/2022
271305,CAH,A,25.0,4550228.0,6355.0,-281196.0,-290674.0,3768171.0,432.0,31.0,07-01-2021,06/30/2022
271314,CAH,A,16.0,18799617.0,167537.0,3198463.0,2411853.0,20833481.0,1024.0,93.0,07-01-2021,06/30/2022
271317,CAH,A,25.0,56456563.0,260131.0,63788.0,63788.0,63334931.0,2414.0,476.0,07-01-2021,06/30/2022
271322,CAH,A,19.0,14661251.0,702767.0,-536780.0,-654960.0,13636652.0,615.0,70.0,07-01-2021,06/30/2022
271331,CAH,A,25.0,9282582.0,194528.0,851780.0,822176.0,10059515.0,916.0,50.0,07-01-2021,06/30/2022
271334,CAH,A,25.0,8971945.0,24956.0,-896132.0,-896132.0,8158945.0,141.0,8.0,07-01-2021,06/30/2022
271338,CAH,A,18.0,13051727.0,161977.0,-3111184.0,-3111184.0,13783474.0,595.0,52.0,07-01-2021,06/30/2022
281306,CAH,A,10.0,12996107.0,33003.0,2455377.0,2455377.0,14867940.0,921.0,84.0,07-01-2021,06/30/2022
381306,CAH,A,23.0,31519859.0,439171.0,3094973.0,2786756.0,32079713.0,1227.0,198.0,07-01-2021,06/30/2022
381312,CAH,A,17.0,27912556.0,116575.0,1216385.0,1228577.0,28832893.0,928.0,152.0,07-01-2021,06/30/2022
431326,CAH,A,25.0,18882980.0,105159.0,4410601.0,4306085.0,23132910.0,988.0,164.0,07-01-2021,06/30/2022
431331,CAH,A,23.0,9372055.0,65527.0,2430178.0,2430178.0,12106814.0,756.0,87.0,07-01-2021,06/30/2022
431337,CAH,A,25.0,7728913.0,40517.0,1563488.0,1563485.0,10167769.0,741.0,148.0,07-01-2021,06/30/2022
431338,CAH,A,25.0,18731800.0,126763.0,-1036185.0,-1036185.0,17493471.0,1208.0,200.0,07-01-2021,06/30/2022
441306,CAH,A,25.0,15341119.0,1181991.0,3705776.0,3705776.0,19089403.0,942.0,51.0,07-01-2021,06/30/2022
441316,CAH,A,25.0,9156359.0,228520.0,563946.0,563946.0,9077467.0,659.0,71.0,07-01-2021,06/30/2022
441320,CAH,A,25.0,8662575.0,462641.0,1528711.0,1528711.0,9882565.0,376.0,54.0,07-01-2021,06/30/2022
511312,CAH,A,25.0,45620899.0,150459.0,-2131043.0,-2114242.0,49301789.0,839.0,167.0,07-01-2021,06/30/2022
51318,CAH,A,25.0,43941313.0,1825628.0,-11488528.0,-11501195.0,50500714.0,2838.0,365.0,07-01-2021,06/30/2022
341311,CAH,A,25.0,28636241.0,1332069.0,187268.0,-1576546.0,42360674.0,1002.0,176.0,07-01-2021,06/30/2022
111308,CAH,A,15.0,16030295.0,222244.0,2101000.0,2101000.0,15505766.0,2009.0,54.0,07-01-2021,06/30/2022
121301,CAH,A,21.0,36671780.0,229207.0,3940583.0,3940583.0,31563778.0,366.0,2.0,07-01-2021,06/30/2022
161336,CAH,A,25.0,21982099.0,38790.0,273966.0,-921439.0,23379685.0,671.0,86.0,07-01-2021,06/30/2022
241309,CAH,A,9.0,18765162.0,273007.0,690203.0,689976.0,20558231.0,534.0,77.0,07-01-2021,06/30/2022
281307,CAH,A,16.0,31547957.0,51601.0,2277029.0,2277029.0,32233004.0,414.0,66.0,07-01-2021,06/30/2022
291300,CAH,A,11.0,15903636.0,1918.0,1152735.0,1152735.0,14058069.0,842.0,87.0,07-01-2021,06/30/2022
321305,CAH,A,25.0,95358417.0,538011.0,16039420.0,16022269.0,113528984.0,716.0,124.0,07-01-2021,06/30/2022
391315,CAH,A,25.0,57193769.0,114639.0,7480874.0,7480120.0,67714888.0,2707.0,330.0,07-01-2021,06/30/2022
451365,CAH,A,25.0,39836414.0,3497649.0,8807744.0,9473700.0,56375371.0,656.0,172.0,07-01-2021,06/30/2022
461335,CAH,A,25.0,12125093.0,122149.0,-1538965.0,-1538965.0,12591692.0,413.0,79.0,07-01-2021,06/30/2022
511307,CAH,A,25.0,14770684.0,31757.0,-6486114.0,-6486114.0,11271281.0,853.0,84.0,07-01-2021,06/30/2022
511313,CAH,A,25.0,54717995.0,27686.0,2214550.0,2214550.0,55925363.0,2985.0,444.0,07-01-2021,06/30/2022
511316,CAH,A,25.0,38439179.0,4692873.0,-1669912.0,-1669912.0,41246560.0,2894.0,365.0,07-01-2021,06/30/2022
531302,CAH,A,25.0,53951155.0,1923959.0,4894949.0,4894951.0,90690295.0,1700.0,383.0,07-01-2021,06/30/2022
21311,CAH,A,25.0,96212136.0,2764781.0,-12724129.0,-12724129.0,93137920.0,1707.0,364.0,07-01-2021,06/30/2022
41305,CAH,A,24.0,10700835.0,328129.0,1538396.0,1538396.0,10607087.0,711.0,109.0,07-01-2021,06/30/2022
51300,CAH,A,9.0,33983574.0,441176.0,5415139.0,5415139.0,34899387.0,952.0,77.0,07-01-2021,06/30/2022
